"term"	"artist_id"
"pop"	"AR0N8D61187FB3D0D6"
"rock"	"AR0N9BV1187FB3AD01"
"pop"	"AR0N9BV1187FB3AD01"
"rock"	"AR0NKFJ1187B9AF1FF"
"pop"	"AR0NKFJ1187B9AF1FF"
"electronic"	"AR0NKFJ1187B9AF1FF"
"alternative rock"	"AR0NKFJ1187B9AF1FF"
"pop"	"AR0NQD81187FB3AD13"
"pop"	"AR0NS5Z1187B99AF79"
"rock"	"AR0NS5Z1187B99AF79"
"alternative rock"	"AR0NS5Z1187B99AF79"
"rock"	"AR0O3AV1187FB4D030"
"pop"	"AR0OEYB1187FB4A81E"
"alternative rock"	"AR0OEYB1187FB4A81E"
"rock"	"AR0OQPL1187B9B549A"
"hip hop"	"AR0OQPL1187B9B549A"
"pop"	"AR0OTEX1187FB3600D"
"jazz"	"AR0PUK71187B9AC3C0"
"pop"	"AR0PUK71187B9AC3C0"
"rock"	"AR0Q5531187FB45143"
"jazz"	"AR0QL3J1187FB3748E"
"hip hop"	"AR0QL3J1187FB3748E"
"electronic"	"AR0QL3J1187FB3748E"
"pop"	"AR0QL3J1187FB3748E"
"pop"	"AR0QS8F1187B9ADC96"
"rock"	"AR0RCMP1187FB3F427"
"pop"	"AR0RCMP1187FB3F427"
"hip hop"	"AR0S0EO1187FB490BE"
"electronic"	"AR0S0EO1187FB490BE"
"rock"	"AR0S0EO1187FB490BE"
"hip hop"	"AR0S7TA1187FB4D024"
"pop"	"AR0S7TA1187FB4D024"
"jazz"	"AR0S7TA1187FB4D024"
"rock"	"AR0S7TA1187FB4D024"
"electronic"	"AR0S7TA1187FB4D024"
"electronic"	"AR0SG9V1187FB48F36"
"jazz"	"AR0SG9V1187FB48F36"
"rock"	"AR0SG9V1187FB48F36"
"alternative rock"	"AR0SY101187B9B44BE"
"rock"	"AR0SY101187B9B44BE"
"hip hop"	"AR0SY101187B9B44BE"
"electronic"	"AR0SY101187B9B44BE"
"pop"	"AR0SY101187B9B44BE"
"electronic"	"AR0SZW11187B98C5E5"
"jazz"	"AR0SZW11187B98C5E5"
"rock"	"AR0TZ7T1187B994E37"
"pop"	"AR0TZ7T1187B994E37"
"alternative rock"	"AR0U44O1187B99007C"
"hip hop"	"AR0U44O1187B99007C"
"electronic"	"AR0U44O1187B99007C"
"rock"	"AR0U44O1187B99007C"
"pop"	"AR0U44O1187B99007C"
"jazz"	"AR0U44O1187B99007C"
"pop"	"AR0V0SR1187B99DDB4"
"jazz"	"AR0V36F1187FB366B1"
"rock"	"AR0V36F1187FB366B1"
"pop"	"AR0V36F1187FB366B1"
"rock"	"AR0VIQV1187B9978F8"
"alternative rock"	"AR0VIQV1187B9978F8"
"rock"	"AR0VR1O1187B9A0F1F"
"alternative rock"	"AR0VR1O1187B9A0F1F"
"hip hop"	"AR0VS771187B99564F"
"electronic"	"AR0VS771187B99564F"
"rock"	"AR0VS771187B99564F"
"rock"	"AR0VZWC1187B99BA57"
"electronic"	"AR0VZWC1187B99BA57"
"alternative rock"	"AR0VZWC1187B99BA57"
"rock"	"AR0WCZW1187B99F592"
"pop"	"AR0WCZW1187B99F592"
"hip hop"	"AR0WGXC1187B9AAC99"
"jazz"	"AR0WGXC1187B9AAC99"
"rock"	"AR0WGXC1187B9AAC99"
"electronic"	"AR0WLH6119B8669027"
"pop"	"AR0WLH6119B8669027"
"rock"	"AR0WLH6119B8669027"
"electronic"	"AR0WM6W1187FB46730"
"jazz"	"AR0WM6W1187FB46730"
"pop"	"AR0WM6W1187FB46730"
"jazz"	"AR0WQ1Q1187B992E16"
"hip hop"	"AR0WV4Y1187B99B806"
"jazz"	"AR0WV4Y1187B99B806"
"electronic"	"AR0WV4Y1187B99B806"
"pop"	"AR0WV4Y1187B99B806"
"alternative rock"	"AR0WXWU1187B9AB33F"
"rock"	"AR0WXWU1187B9AB33F"
"pop"	"AR0WXWU1187B9AB33F"
"rock"	"AR0X3JJ1187FB3A9A7"
"hip hop"	"AR0X3JJ1187FB3A9A7"
"pop"	"AR0X3JJ1187FB3A9A7"
"jazz"	"AR0X3JJ1187FB3A9A7"
"alternative rock"	"AR0XJ291187FB45855"
"rock"	"AR0XSOO1187B9B9E88"
"pop"	"AR0XSOO1187B9B9E88"
"electronic"	"AR0XSOO1187B9B9E88"
"pop"	"AR0ZBRM1187FB54F5E"
"rock"	"AR0ZBRM1187FB54F5E"
"alternative rock"	"AR0ZBRM1187FB54F5E"
"jazz"	"AR1072G1187FB5B351"
"hip hop"	"AR1072G1187FB5B351"
"rock"	"AR1072G1187FB5B351"
"alternative rock"	"AR1072G1187FB5B351"
"pop"	"AR1072G1187FB5B351"
"electronic"	"AR1072G1187FB5B351"
"pop"	"AR107SB1187B9A79F9"
"electronic"	"AR107SB1187B9A79F9"
"hip hop"	"AR109IQ1187B98E487"
"jazz"	"AR109IQ1187B98E487"
"electronic"	"AR109IQ1187B98E487"
"rock"	"AR10USD1187B99F3F1"
"pop"	"AR10USD1187B99F3F1"
"jazz"	"AR11NP91187B9901B4"
"rock"	"AR11NP91187B9901B4"
"pop"	"AR11NP91187B9901B4"
"pop"	"AR11YQ81187FB3C654"
"rock"	"AR11YQ81187FB3C654"
"pop"	"AR1206S1187B9AF3EA"
"jazz"	"AR126G61187B9B88A6"
"pop"	"AR126G61187B9B88A6"
"rock"	"AR126G61187B9B88A6"
"electronic"	"AR126G61187B9B88A6"
"alternative rock"	"AR12EOE1187FB3AE26"
"rock"	"AR12EOE1187FB3AE26"
"pop"	"AR12EOE1187FB3AE26"
"rock"	"AR12F2S1187FB56EEF"
"alternative rock"	"AR12F2S1187FB56EEF"
"hip hop"	"AR12F2S1187FB56EEF"
"pop"	"AR12F2S1187FB56EEF"
"jazz"	"AR12F2S1187FB56EEF"
"rock"	"AR12MUW1187B9A5DF4"
"electronic"	"AR12MUW1187B9A5DF4"
"alternative rock"	"AR12P091187B99B50F"
"jazz"	"AR137UW1187B98CCBA"
"hip hop"	"AR13CXU1187B9AD30A"
"rock"	"AR13CXU1187B9AD30A"
"pop"	"AR14CJ91187FB3A994"
"rock"	"AR14CJ91187FB3A994"
"rock"	"AR1518Q1187B98A906"
"hip hop"	"AR1518Q1187B98A906"
"pop"	"AR1518Q1187B98A906"
"electronic"	"AR1518Q1187B98A906"
"alternative rock"	"AR1518Q1187B98A906"
"hip hop"	"AR15FQ11187FB36BE8"
"jazz"	"AR15FQ11187FB36BE8"
"pop"	"AR15O341187B9B182C"
"jazz"	"AR15YLD1187FB3D4DD"
"electronic"	"AR15YLD1187FB3D4DD"
"hip hop"	"AR163QH1187FB42E0D"
"electronic"	"AR163QH1187FB42E0D"
"rock"	"AR16GSC1187B9A6291"
"pop"	"AR16GSC1187B9A6291"
"alternative rock"	"AR16GSC1187B9A6291"
"jazz"	"AR16GSC1187B9A6291"
"hip hop"	"AR16GSC1187B9A6291"
"electronic"	"AR16GSC1187B9A6291"
"hip hop"	"AR16NGV1187FB5B8BC"
"rock"	"AR16NGV1187FB5B8BC"
"electronic"	"AR16NGV1187FB5B8BC"
"hip hop"	"AR16T2D1187B98ABF4"
"electronic"	"AR16T2D1187B98ABF4"
"rock"	"AR16T2D1187B98ABF4"
"rock"	"AR180PG1187B997BAE"
"pop"	"AR180PG1187B997BAE"
"alternative rock"	"AR180PG1187B997BAE"
"rock"	"AR189B91187B9B8D9C"
"alternative rock"	"AR189B91187B9B8D9C"
"pop"	"AR189B91187B9B8D9C"
"electronic"	"AR189B91187B9B8D9C"
"pop"	"AR18AJW1187FB3F9FA"
"rock"	"AR18AJW1187FB3F9FA"
"electronic"	"AR18AJW1187FB3F9FA"
"rock"	"AR18SS11187FB4852B"
"electronic"	"AR18SS11187FB4852B"
"alternative rock"	"AR18SS11187FB4852B"
"pop"	"AR18SS11187FB4852B"
"rock"	"AR18VAV1187B9AEC0C"
"electronic"	"AR18VAV1187B9AEC0C"
"hip hop"	"AR18VAV1187B9AEC0C"
"alternative rock"	"AR18VAV1187B9AEC0C"
"pop"	"AR18VAV1187B9AEC0C"
"rock"	"AR190KO1187B9905EC"
"pop"	"AR190KO1187B9905EC"
"pop"	"AR198711187B9AD09F"
"rock"	"AR198711187B9AD09F"
"jazz"	"AR198711187B9AD09F"
"electronic"	"AR19GQN1187FB3ACF5"
"pop"	"AR19JS91187B98CB66"
"electronic"	"AR19JS91187B98CB66"
"hip hop"	"AR19QNR1187B9A13C5"
"pop"	"AR19QNR1187B9A13C5"
"rock"	"AR19QNR1187B9A13C5"
"electronic"	"AR19QZ01187B99C74D"
"hip hop"	"AR19QZ01187B99C74D"
"rock"	"AR19SOA1187B98F6E6"
"pop"	"AR19SOA1187B98F6E6"
"alternative rock"	"AR19SOA1187B98F6E6"
"rock"	"AR1ABAO1187FB531E1"
"pop"	"AR1ABAO1187FB531E1"
"electronic"	"AR1AIC51187B98C03F"
"jazz"	"AR1BA6K1187B9A5656"
"rock"	"AR1BA6K1187B9A5656"
"pop"	"AR1BA6K1187B9A5656"
"hip hop"	"AR1BZED1187FB4CDEE"
"rock"	"AR1BZED1187FB4CDEE"
"electronic"	"AR1BZED1187FB4CDEE"
"pop"	"AR1BZED1187FB4CDEE"
"alternative rock"	"AR1BZED1187FB4CDEE"
"rock"	"AR1CB5G1187B9AFB8E"
"electronic"	"AR1CB5G1187B9AFB8E"
"pop"	"AR1CB5G1187B9AFB8E"
"jazz"	"AR1CD5Z1187B98F2C2"
"rock"	"AR1CD5Z1187B98F2C2"
"pop"	"AR1DC0611A348EFB30"
"rock"	"AR1DGSO1187FB59B15"
"jazz"	"AR1DGSO1187FB59B15"
"hip hop"	"AR1DLF21187FB3CBF0"
"rock"	"AR1DLF21187FB3CBF0"
"jazz"	"AR1DLF21187FB3CBF0"
"pop"	"AR1DLF21187FB3CBF0"
"electronic"	"AR1DLF21187FB3CBF0"
"pop"	"AR1DR0E1187FB48F61"
"rock"	"AR1E4V11187B99F400"
"hip hop"	"AR1E4V11187B99F400"
"pop"	"AR1E4V11187B99F400"
"electronic"	"AR1E4V11187B99F400"
"rock"	"AR1F3IJ1187B9980B4"
"alternative rock"	"AR1F3IJ1187B9980B4"
"electronic"	"AR1FOAY11C8A415F1E"
"alternative rock"	"AR1GNFR1187B9AD1FD"
"rock"	"AR1GNFR1187B9AD1FD"
"hip hop"	"AR1GNFR1187B9AD1FD"
"pop"	"AR1GNFR1187B9AD1FD"
"electronic"	"AR1GNFR1187B9AD1FD"
"electronic"	"AR1GW0U1187B9B29FD"
"hip hop"	"AR1GW0U1187B9B29FD"
"jazz"	"AR1GW0U1187B9B29FD"
"pop"	"AR1GW0U1187B9B29FD"
"rock"	"AR1GW0U1187B9B29FD"
"rock"	"AR1GYND1187B9A9CD3"
"alternative rock"	"AR1GYND1187B9A9CD3"
"hip hop"	"AR1H4F51187B9946A5"
"alternative rock"	"AR1H4F51187B9946A5"
"electronic"	"AR1H4F51187B9946A5"
"pop"	"AR1H4F51187B9946A5"
"rock"	"AR1H4F51187B9946A5"
"rock"	"AR1HK7B1187FB55747"
"alternative rock"	"AR1HK7B1187FB55747"
"electronic"	"AR1HK7B1187FB55747"
"rock"	"AR1I9KS1187B9AEFD4"
"alternative rock"	"AR1I9KS1187B9AEFD4"
"rock"	"AR1IL0W1187FB58B65"
"jazz"	"AR1IY3B1187B98B384"
"rock"	"AR1IY3B1187B98B384"
"pop"	"AR1IY711187B9B0B50"
"rock"	"AR1IY711187B9B0B50"
"hip hop"	"AR1J7881187B9959D8"
"rock"	"AR1J7881187B9959D8"
"jazz"	"AR1J7881187B9959D8"
"electronic"	"AR1J7881187B9959D8"
"jazz"	"AR1JD6E1187FB5696C"
"pop"	"AR1JD6E1187FB5696C"
"jazz"	"AR1JGQT1187FB56878"
"rock"	"AR1JGQT1187FB56878"
"pop"	"AR1JGQT1187FB56878"
"hip hop"	"AR1K7TQ11C8A414EC8"
"rock"	"AR1K7TQ11C8A414EC8"
"electronic"	"AR1K7TQ11C8A414EC8"
"pop"	"AR1K7TQ11C8A414EC8"
"hip hop"	"AR1KMPF1187B99AA98"
"electronic"	"AR1KMPF1187B99AA98"
"rock"	"AR1KMPF1187B99AA98"
"pop"	"AR1KMPF1187B99AA98"
"rock"	"AR1LG7D1187B99BAFF"
"electronic"	"AR1LG7D1187B99BAFF"
"pop"	"AR1LKDU1187B991E0B"
"rock"	"AR1LQNB1187B9A6AE5"
"pop"	"AR1LQNB1187B9A6AE5"
"rock"	"AR1N3PB1187B9B25C1"
"pop"	"AR1N3PB1187B9B25C1"
"jazz"	"AR1N6N61187FB4E25E"
"pop"	"AR1N6N61187FB4E25E"
"rock"	"AR1NJEP1187FB4F4C1"
"alternative rock"	"AR1NJEP1187FB4F4C1"
"pop"	"AR1NJEP1187FB4F4C1"
"electronic"	"AR1NJEP1187FB4F4C1"
"hip hop"	"AR1NRA91187FB404C3"
"electronic"	"AR1NRA91187FB404C3"
"alternative rock"	"AR1NT3H1187B99F67B"
"rock"	"AR1NT3H1187B99F67B"
"jazz"	"AR1NT3H1187B99F67B"
"rock"	"AR1OBRC1187FB59AD4"
"jazz"	"AR1PCLK1187FB5BBFF"
"rock"	"AR1PCLK1187FB5BBFF"
"electronic"	"AR1PCLK1187FB5BBFF"
"pop"	"AR1PCLK1187FB5BBFF"
"pop"	"AR1PNWN1187FB4A404"
"rock"	"AR1PRQ21187FB3B481"
"alternative rock"	"AR1PRQ21187FB3B481"
"pop"	"AR1PRQ21187FB3B481"
"electronic"	"AR1PRQ21187FB3B481"
"hip hop"	"AR1Q25M1187B9B0D73"
"jazz"	"AR1Q25M1187B9B0D73"
"rock"	"AR1Q25M1187B9B0D73"
"pop"	"AR1Q25M1187B9B0D73"
"hip hop"	"AR1QXAQ1187FB47FAC"
"rock"	"AR1QXAQ1187FB47FAC"
"jazz"	"AR1RHCO1187B9AF0BF"
"alternative rock"	"AR1RHCO1187B9AF0BF"
"rock"	"AR1RHCO1187B9AF0BF"
"electronic"	"AR1RHCO1187B9AF0BF"
"pop"	"AR1RHCO1187B9AF0BF"
"electronic"	"AR1RKB91187B9A56CB"
"hip hop"	"AR1RKB91187B9A56CB"
"rock"	"AR1RKB91187B9A56CB"
"pop"	"AR1RKB91187B9A56CB"
"rock"	"AR1RMYB1187FB5A59E"
"alternative rock"	"AR1RMYB1187FB5A59E"
"pop"	"AR1RMYB1187FB5A59E"
"electronic"	"AR1RMYB1187FB5A59E"
"alternative rock"	"AR1RNCJ1187FB3D227"
"pop"	"AR1RNCJ1187FB3D227"
"rock"	"AR1RNCJ1187FB3D227"
"rock"	"AR1RZ1E1187FB5A62E"
"electronic"	"AR1S5O61187B9898AC"
"jazz"	"AR1S5O61187B9898AC"
"alternative rock"	"AR1S5O61187B9898AC"
"jazz"	"AR1SFKQ1187B98AF13"
"pop"	"AR1SFKQ1187B98AF13"
"rock"	"AR1SFKQ1187B98AF13"
"alternative rock"	"AR1SFKQ1187B98AF13"
"alternative rock"	"AR1SQSG1187B9AC782"
"rock"	"AR1SQSG1187B9AC782"
"pop"	"AR1SQSG1187B9AC782"
"jazz"	"AR1SQSG1187B9AC782"
"electronic"	"AR1SQSG1187B9AC782"
"rock"	"AR1SYBE1187B992798"
"pop"	"AR1SYBE1187B992798"
"electronic"	"AR1SYBE1187B992798"
"rock"	"AR1U3BY1187B9B136F"
"alternative rock"	"AR1U3BY1187B9B136F"
"electronic"	"AR1U3BY1187B9B136F"
"pop"	"AR1U3BY1187B9B136F"
"rock"	"AR1USMR1187B9B6CD1"
"pop"	"AR1USMR1187B9B6CD1"
"electronic"	"AR1USMR1187B9B6CD1"
"rock"	"AR1VB2W1187B9901C5"
"electronic"	"AR1VB2W1187B9901C5"
"hip hop"	"AR1VCLT1187FB4C8AC"
"rock"	"AR1VWD91187FB4CE99"
"jazz"	"AR1W3MA1187B99E6D8"
"rock"	"AR1W3MA1187B99E6D8"
"pop"	"AR1W3MA1187B99E6D8"
"rock"	"AR1WC0X1187B991056"
"pop"	"AR1WC0X1187B991056"
"electronic"	"AR1WDRJ1187B9BA4B8"
"rock"	"AR1WDRJ1187B9BA4B8"
"rock"	"AR1WLWQ1187B989B85"
"hip hop"	"AR1WLWQ1187B989B85"
"alternative rock"	"AR1WLWQ1187B989B85"
"electronic"	"AR1WLWQ1187B989B85"
"pop"	"AR1WLWQ1187B989B85"
"electronic"	"AR1WU211187FB57E2B"
"jazz"	"AR1WU211187FB57E2B"
"hip hop"	"AR1WU211187FB57E2B"
"rock"	"AR1WU211187FB57E2B"
"alternative rock"	"AR1WU211187FB57E2B"
"jazz"	"AR1X2H01187B98CCF2"
"pop"	"AR1X2H01187B98CCF2"
"rock"	"AR1X2H01187B98CCF2"
"pop"	"AR1XA631187FB57662"
"rock"	"AR1XA631187FB57662"
"electronic"	"AR1XA631187FB57662"
"alternative rock"	"AR1XE381187FB4C685"
"rock"	"AR1XE381187FB4C685"
"pop"	"AR1XE381187FB4C685"
"electronic"	"AR1XR3N1187FB372C5"
"rock"	"AR1XUYS1187B9A44D7"
"jazz"	"AR1XZ0N1187B9941D5"
"rock"	"AR1Y0N71187FB43209"
"electronic"	"AR1Y0N71187FB43209"
"pop"	"AR1Y0N71187FB43209"
"electronic"	"AR1Y2PT1187FB5B9CE"
"rock"	"AR1Y2PT1187FB5B9CE"
"alternative rock"	"AR1Y2PT1187FB5B9CE"
"jazz"	"AR1Y2PT1187FB5B9CE"
"pop"	"AR1Y2PT1187FB5B9CE"
"electronic"	"AR1Y37Q1187B9B66D2"
"rock"	"AR1Y37Q1187B9B66D2"
"hip hop"	"AR1Y37Q1187B9B66D2"
"jazz"	"AR1Y37Q1187B9B66D2"
"alternative rock"	"AR1Y37Q1187B9B66D2"
"pop"	"AR1Y37Q1187B9B66D2"
"electronic"	"AR1ZKBE1187FB53629"
"pop"	"AR1ZKBE1187FB53629"
"rock"	"AR1ZKBE1187FB53629"
"hip hop"	"AR1ZNJO1187B993E46"
"rock"	"AR1ZNJO1187B993E46"
"pop"	"AR1ZNJO1187B993E46"
